principio_activo,unidad_de_dispensacion,concentracion,unidad_base,nombre_comercial,fabricante,precio_por_tableta,factoresprecio,numerofactor
Etoricoxib,Tableta,Etoricoxib 60 mg,mg,Evadinex,Anglopharma,740,Bajo,1
Esomeprazol,Tableta,Esomeprazol 20 mg,mg,Esomeprazol,Laproff,380,Bajo,1
Esomeprazol,Tableta,Esomeprazol 40 mg,mg,Esomeprazol,Laproff,600,Bajo,1
Fingolimod,Capsula,"Fingolimod 0,5 mg",mg,Aximod-Ms,Vesalius,18000,Bajo,1
Nistatina Y Oxido De Zinc,Tubo,Nistatina 100 % + Oxido De Zinc 20 g,g,Babylind Medicada,Gimed,8170,Medio,2
Agua Esteril Y Azul De Metileno,Ampolla,Azul De Metileno 50 mg + Agua Esteril 5 ml,ml,Azul De Metileno,Ads Pharma,23000,Medio,2
Agua Esteril Y Azul De Metileno,Ampolla,Azul De Metileno 50 mg + Agua Esteril 5 ml,ml,Azul De Metileno,Ads Pharma,21530.61224,Medio,2
Fluconazol,Capsula,Fluconazol 200 mg,mg,Multifunguin,Gimed,2041.25,Medio,2
Calamina,Frasco,Calamina 8 g,ml,Calapic Loción,Coopidrogas,6455.87135,Medio,2
Factor Viii De Coagulación Recombinante,Vial,Factor Viii De Coagulación Recombinante 1000 IU,IU,Esperoct,Novo Nordisk,1012000,Medio,2
Minoxidil,Frasco,Minoxidil 5 g,ml,Minoxidil 5%,Sanofi Aventis,35027.06396,Bajo,1
Sildenafil,Tableta,"Sildenafil 28,1 mg",mg,Sindevalfir,The Labs,11513.63095,Medio,2
Minoxidil,Frasco,Minoxidil 2 g,ml,Minoxidil 2%,Sanofi Aventis,19099.8835,Alto,3
Trientina,Tableta,Trientina 150 mg,mg,Cuprior,Orphalan,414834,Medio,2
Escitalopram,Tableta,Escitalopram 10 mg,mg,Escitalopram,Memphis,774.2054264,Bajo,1
Metronidazol,Ovulo,Metronidazol 500 mg,mg,Metronidazol,Mk,908.8868128,Medio,2
Metronidazol,Ovulo,Metronidazol 500 mg,mg,Metronidazol,Mk,873,Alto,3
Losartan,Tableta,Losartan 100 mg,mg,Losartan Potasico,Memphis,409.3142034,Medio,2
Dimenhidrinato,Frasco,"Dimenhidrinato 0,25 g",ml,Pasedol,Ecar,16000,Medio,2
Vitamina C,Frasco,Vitamina C 100 mg,ml,Vitfar C,Farmacomercial,5560,Alto,3
Vitamina C,Frasco,Vitamina C 100 mg,ml,Vitfar C,Farmacomercial,5148.926554,Bajo,1
Azitromicina,Frasco,Azitromicina 200 mg,ml,Bakzia,Farmacomercial,9600,Medio,2
Azitromicina,Frasco,Azitromicina 200 mg,ml,Bakzia,Farmacomercial,9600,Bajo,1
Domperidona,Tableta,Domperidona 10 mg,mg,Domperix,Eurofarma,117.8060678,Bajo,1
Domperidona,Tableta,Domperidona 10 mg,mg,Domperix,Eurofarma,102.7902935,Bajo,1
Lisina,Capsula,Clonixinato De Lisina 125 mg + Lisina 5 mg,mg,Benrelax,Tecnoquimicas,2112.210923,Alto,3
Lisina,Capsula,Clonixinato De Lisina 125 mg + Lisina 5 mg,mg,Benrelax,Tecnoquimicas,828.62878,Medio,2
Lisina,Capsula,Clonixinato De Lisina 125 mg + Lisina 5 mg,mg,Clonixinato + Ciclobenzaprina,Mk,1185.880772,Bajo,1
Acetaminofen Y Tramadol,Tableta,"Acetaminofen 325 mg + Tramadol 37,5 mg",mg,Nodol Max,Saluspharma,201.2770093,Bajo,1
Tramadol,Frasco,Tramadol 100 mg,ml,Tramadol Clorhidrato,Ecar,3700,Bajo,1
Isoniazida,Tableta,Isoniazida 100 mg,mg,Gotbison,Goram Laboratorios,1111.789216,Bajo,1
Isoniazida,Tableta,Isoniazida 100 mg,mg,Gotbison,Goram Laboratorios,898.7179487,Bajo,1
Isoniazida,Tableta,Isoniazida 300 mg,mg,Gotbison,Goram Laboratorios,3750,Alto,3
Isoniazida,Tableta,Isoniazida 300 mg,mg,Gotbison,Goram Laboratorios,2875.293173,Bajo,1
Ofatumumab,Pluma,Ofatumumab 20 mg,ml,Kesimpta,Novartis,3683000,Medio,2
Solifenacina,Tableta,Solifenacina 5 mg,mg,Blacidec,Msn Laboratories Private,3024,Alto,3
Acetaminofen Y Cafeina,Tableta,Acetaminofen 500 mg + Cafeina 65 mg,mg,Acetaminofén + Cafeína,Claripack,250,Bajo,1
Clotrimazol,Ovulo,Clotrimazol 500 mg,mg,Clotrimazol Ovulos,Tecnoquimicas,22220.02542,Medio,2
Clotrimazol,Ovulo,Clotrimazol 500 mg,mg,Clotrimazol Ovulos,Tecnoquimicas,14405.75758,Medio,2
Acetato De Zinc Y Pramoxina,Frasco,"Acetato De Zinc 0,1 g + Pramoxina 1 g",ml,Calapic Clear Loción,Coopidrogas,8069.86562,Medio,2
Riociguat,Tableta,Riociguat 1 mg,mg,Pullmoguat,The Labs,76678.4,Medio,2
Riociguat,Tableta,"Riociguat 1,5 mg",mg,Pullmoguat,The Labs,115906.5,Medio,2
Riociguat,Tableta,Riociguat 2 mg,mg,Pullmoguat,The Labs,117054,Medio,2
Solifenacina,Tableta,Solifenacina 10 mg,mg,Blacidec,Msn Laboratories Private,2016,Bajo,1
Riociguat,Tableta,"Riociguat 2,5 mg",mg,Pullmoguat,The Labs,110722.3214,Medio,2
Oxigeno,Cilindro,Oxigeno 1 ml,l,Oxigeno Medicinal,Oxigenos De Oriente,4900,Medio,2
Bendamustina,Vial,Bendamustina 45 mg,ml,Purpulz,Dr Reddys,750000,Medio,2
Acetaminofen Y Codeina,Tableta,Acetaminofen 325 mg + Codeina 30 mg,mg,Acetaminofen + Codeina,Laproff,320.0970391,Bajo,1
Acetaminofen Y Codeina,Tableta,Acetaminofen 325 mg + Codeina 30 mg,mg,Acetaminofen + Codeina,Laproff,120.2291918,Medio,2
Oximetazolina,Frasco,"Oximetazolina 0,5 mg",ml,Acicler,Coopidrogas,5666.058619,Bajo,1
Minoxidil,Spray,Minoxidil 5000 mg,ml,Minoxidil 5%,Colmed,47253.09392,Medio,2
Minoxidil,Spray,Minoxidil 5000 mg,ml,Minoxidil 5%,Colmed,24000,Medio,2
Oximetazolina,Frasco,"Oximetazolina 0,25 mg",ml,Acicler,Coopidrogas,5359.857942,Bajo,1
Febuxostat,Tableta,Febuxostat 80 mg,mg,Febuday,Msn Laboratories Private,2833.333333,Bajo,1
Febuxostat,Tableta,Febuxostat 80 mg,mg,Febuday,Msn Laboratories Private,900,Bajo,1
Entecavir,Tableta,"Entecavir 0,5 mg",mg,Kalvir,Legrand,5780.221411,Bajo,1
Carboximetilcelulosa,Frasco,Carboximetilcelulosa 5 mg,ml,Carsof,Gimed,12358,Medio,2
Ketoconazol,Frasco,Ketoconazol 2 g,ml,Dermacasp,Coopidrogas,12959.31834,Bajo,1
Fenilefrina Y Fexofenadina,Tableta,Fenilefrina 25 mg + Fexofenadina 60 mg,mg,Alermed D,Novamed,7050.613043,Alto,3
Entecavir,Tableta,Entecavir 1 mg,mg,Kalvir,Legrand,9041.384615,Bajo,1
Olopatadina,Frasco,Olopatadina 2 mg,ml,Sinnaleroft,Gimed,12650,Bajo,1
Dexametasona Y Tobramicina,Frasco,Dexametasona 1 mg + Tobramicina 3 mg,ml,Tobramicina  + Dexametasona  Solucion Oftalmica,Memphis,38525.71429,Medio,2
Propofol,Ampolla,Propofol 200 mg,ml,Siltafel,Vitalis,6500,Medio,2
Polimixina B,Vial,Polimixina B 500000 IU,IU,Polimixina B,Seven Pharma,38000,Bajo,1
Betametasona,Tubo,"Betametasona 0,05 g",g,Betametasona 0.05% Crema,La Sante,3975.495932,Medio,2
Betametasona,Tubo,"Betametasona 0,05 g",g,Betametasona 0.05% Crema,La Sante,8843.478261,Medio,2
Hidrocortisona,Tableta,Hidrocortisona 5 mg,mg,Kortafgor,Goram Laboratorios,967.2216867,Medio,2
Macitentan,Tableta,Macitentan 10 mg,mg,Macitent,Msn Laboratories Private,107404.638,Medio,2
Levocetirizina,Frasco,Levocetirizina 5 mg,ml,Histadine,Anglopharma,17500,Bajo,1
Levocetirizina,Frasco,Levocetirizina 5 mg,ml,Histadine,Anglopharma,3650,Bajo,1
Cafeina,Ampolla,Cafeina 20 mg,ml,Cafeinnova,Humax,8771.043764,Medio,2
Vildagliptina,Tableta,Vildagliptina 50 mg,mg,Vilzer,Monte Verde,694.0521542,Bajo,1
Celecoxib,Capsula,Celecoxib 200 mg,mg,Sosedol,Gimed,1663.5,Alto,3
Risankizumab,Jeringa Prellenada,Risankizumab 150 mg,ml,Skyrizi,Abbvie,7366807.569,Medio,2
Clorfenamina,Frasco,"Clorfenamina 0,04 g",ml,Hismedex  Jarabe,Gimed,5800,Alto,3
Entecavir,Tableta,"Entecavir 0,5 mg",mg,Entecavir,Humax,6269.461078,Medio,2
Levocetirizina,Tableta,Levocetirizina 5 mg,mg,Histadine,Anglopharma,688.1818182,Bajo,1
Ivabradina,Tableta,Ivabradina 5 mg,mg,Ivazyd,Cadila Healthcare,1369.241979,Bajo,1
Mometasona,Spray,Mometasona 50 mg,ml,Rhinospray 0.05%,Ophalac,17238.65546,Medio,2
Mometasona,Spray,Mometasona 50 mg,ml,Rhinospray 0.05%,Ophalac,4445.548961,Medio,2
Degarelix,Vial,Degarelix 80 mg,mg,Agonadix,La Sante,353500.75,Bajo,1
Degarelix,Vial,Degarelix 120 mg,mg,Agonadix,La Sante,450000,Bajo,1
Atorvastatina,Tableta,Atorvastatina 40 mg,mg,Corastatin,Msn Laboratories Private,3956,Alto,3
Atorvastatina,Tableta,Atorvastatina 8 mg,mg,Corastatin,Msn Laboratories Private,8133.333333,Medio,2
Atorvastatina,Tableta,Atorvastatina 8 mg,mg,Corastatin,Msn Laboratories Private,509.1872983,Medio,2
Atorvastatina,Tableta,Atorvastatina 10 mg,mg,Corastatin,Msn Laboratories Private,2831,Alto,3
Atorvastatina,Tableta,Atorvastatina 20 mg,mg,Corastatin,Msn Laboratories Private,2151,Medio,2
Betahistina,Tableta,Betahistina 24 mg,mg,Vaio,Bioquifar,2629.411765,Bajo,1
Pomalidomida,Capsula,Pomalidomida 4 mg,mg,Polema,Hetero Labs,835857.181,Bajo,1
Azitromicina,Tableta,Azitromicina 500 mg,mg,Azitromicina,Laproff,1001.645423,Bajo,1
Azitromicina,Tableta,Azitromicina 500 mg,mg,Azitromicina,Laproff,552.2323077,Bajo,1
Entecavir,Tableta,Entecavir 1 mg,mg,Entecavir,Humax,9900,Bajo,1
Losartan,Tableta,Losartan 50 mg,mg,Losartan Potásico,Procaps,314.6628499,Medio,2
Osilodrostat,Tableta,Osilodrostat 1 mg,mg,Isturisa,Recordati,213750,Medio,2
Nitazoxanida,Tableta,Nitazoxanida 500 mg,mg,Vibatrin,Best,7593.770947,Alto,3
Osilodrostat,Tableta,Osilodrostat 5 mg,mg,Isturisa,Recordati,1068750,Medio,2
Trastuzumab,Vial,Trastuzumab 420 mg,mg,Kanjinti,Amgen,3401101.953,Medio,2
Letermovir,Tableta,Letermovir 240 mg,mg,Prevymis,Merck Sharp Dome,773852.2963,Medio,2
Acido Fusidico,Tubo,Acido Fusidico 2 g,g,Acido Fusidico 2%,Laproff,4602.452076,Bajo,1
Metronidazol,Frasco,Metronidazol 500 mg,ml,Otrozol,Pisa,1904.459016,Medio,2
Metronidazol,Frasco,Metronidazol 500 mg,ml,Otrozol,Pisa,1856.046959,Medio,2
Enzalutamida,Capsula,Enzalutamida 40 mg,mg,Enzastik,Aurobindo,50000,Medio,2
Enzalutamida,Capsula,Enzalutamida 40 mg,mg,Enzastik,Aurobindo,42069.76744,Medio,2
Carvedilol,Tableta,"Carvedilol 6,25 mg",mg,Carvedilol,Memphis,337.8344538,Alto,3
Carvedilol,Tableta,"Carvedilol 12,5 mg",mg,Carvedilol,Memphis,530.5554487,Alto,3
Metronidazol Y Nistatina,Ovulo,Nistatina 100000 IU + Metronidazol 500 mg,IU,Metronidazol Y Nistatina,Mk,2609.375915,Medio,2
Metronidazol Y Nistatina,Ovulo,Nistatina 100000 IU + Metronidazol 500 mg,IU,Metronidazol Y Nistatina,Mk,880.9929349,Medio,2
Dexmedetomidina,Bolsa,Dexmedetomidina 400 mcg,ml,Dexmedetomidina,Baxter,7518.03612,Medio,2
Complejo B,Jeringa Prellenada,Complejo B 10 mg,ml,B- Vit,Procaps,26926.82927,Medio,2
Bevacizumab,Vial,Bevacizumab 25 mg,ml,Abevmy,Mylan,395901.6393,Bajo,1
Bevacizumab,Vial,Bevacizumab 25 mg,ml,Abevmy,Mylan,337304.0769,Medio,2
Diclofenaco,Ampolla,Diclofenaco 75 mg,ml,Zaway,Bd Farma,2220.9,Medio,2
Levosimendan,Vial,"Levosimendan 2,5 mg/mL",ml,Levosimendán,Srs Life Sciences,1033312,Medio,2
Palbociclib,Tableta,Palbociclib 125 mg,mg,Reampla,Pfizer,518867.579,Medio,2
Palbociclib,Tableta,Palbociclib 100 mg,mg,Reampla,Pfizer,412309.0112,Medio,2
Enzalutamida,Capsula,Enzalutamida 40 mg,mg,Aludel,Procaps,44981.16736,Medio,2
Carboximetilcelulosa,Frasco,Carboximetilcelulosa 5 mg,ml,Carboximetilcelulosa  Solución Oftálmica,Incobra,7200,Medio,2
Palbociclib,Tableta,Palbociclib 75 mg,mg,Reampla,Pfizer,312432.5714,Medio,2
Deflazacort,Tableta,Deflazacort 6 mg,mg,Deflazacort,Incobra,700,Bajo,1
Desloratadina,Tableta,Desloratadina 5 mg,mg,Sinnaller,Gimed,930,Medio,2
Solifenacina,Tableta,Solifenacina 5 mg,mg,Trabis,Xinetix Pharma,3900,Alto,3
Solifenacina,Tableta,Solifenacina 5 mg,mg,Trabis,Xinetix Pharma,1890.540541,Medio,2
Rifaximina,Vial,Rifaximina 2 g,g,Thyam,Nevox,28500,Bajo,1
Rifaximina,Vial,Rifaximina 2 g,g,Thyam,Nevox,12980,Bajo,1
Clobetasol Propionato,Tubo,"Clobetasol Propionato 0,05 g",g,Clobetasol Propionato Crema,Laproff,3213.952362,Bajo,1
Clobetasol Propionato,Tubo,"Clobetasol Propionato 0,05 g",g,Clobetasol Propionato Crema,Laproff,4773.89862,Bajo,1
Clobetasol Propionato,Tubo,"Clobetasol Propionato 0,05 g",g,Clobetasol Propionato Crema,Laproff,3221.666557,Bajo,1
Eltrombopag,Tableta,Eltrombopag 25 mg,mg,Trombolade,The Labs,83229.00926,Bajo,1
Betametasona + Clotrimazol + Gentamicina,Tubo,"Betametasona 0,05 g + Clotrimazol 0,05 g + Gentamicina 0,05 g",g,Betametasona + Clotrimazol + Gentamicina Crema Tópica,Incobra,11751.25,Medio,2
Betametasona + Clotrimazol + Gentamicina,Tubo,"Betametasona 0,05 g + Clotrimazol 1 g + Gentamicina 0,1 g",g,Betametasona + Clotrimazol + Gentamicina Crema Tópica,Incobra,22330,Alto,3
Carboximetilcisteína Y Guayacolato De Glicerilo,Frasco,Carboximetilcisteína 3 g + Guayacolato De Glicerilo 2 g,ml,Torfan-Ex,Gimed,16470,Medio,2
Eltrombopag,Tableta,Eltrombopag 50 mg,mg,Trombolade,The Labs,166643.4956,Medio,2
Clotrimazol + Dexametasona + Neomicina,Tubo,Clotrimazol 1 g + Dexametasona 1 g + Neomicina 1 g,g,Tricloben-D,Gruinfacol,15658.62069,Alto,3
Ciprofloxacina,Tableta,Ciprofloxacina 500 mg,mg,Flodelt,Delta,2.128571429,Bajo,1
Esomeprazol,Tableta,Esomeprazol 20 mg,mg,Esopront,Novamed,600.84375,Bajo,1
Nafazolina,Frasco,"Nafazolina 0,2 mg",ml,Nazil Advanced,Sophia,19581.86308,Medio,2
Risdiplam,Vial,Risdiplam 60 mg,ml,Evrysdi,Roche,30528073,Medio,2
Esomeprazol,Tableta,Esomeprazol 40 mg,mg,Esopront,Novamed,1001.650485,Bajo,1
Macitentan,Tableta,Macitentan 10 mg,mg,Macitentan,Tecnoquimicas,99217.85714,Bajo,1
Mitotano,Tableta,Mitotano 500 mg,mg,Lysodren,Hra Pharma,59484.80444,Medio,2
Acetaminofen Y Tizanidina,Capsula,Acetaminofen 350 mg + Tizanidina 2 mg,mg,Acetaminofen + Tizanidina,Mk,1391.016896,Bajo,1
Vitamina C,Frasco,Vitamina C 100 mg,ml,Cevit Nf Gotas,Tridex,9120,Medio,2
Ampicilina,Capsula,Ampicilina 500 mg,mg,Amdelt,Delta,1.73776824,Bajo,1
Diclofenaco,Tubo,Diclofenaco 1 g,g,Bestinflam,Best,35100,Alto,3
Levodropropizina,Frasco,"Levodropropizina 0,6 g",ml,Levodropropizina,Tecnoquimicas,25252.84627,Bajo,1
Darunavir Y Ritonavir,Tableta,Darunavir 800 mg + Ritonavir 100 mg,mg,Darunavir + Ritonavir,Clinicos Y Hospitalarios,4600,Bajo,1
Darunavir Y Ritonavir,Tableta,Darunavir 800 mg + Ritonavir 100 mg,mg,Etevihr R,Saluspharma,5237.243948,Alto,3
Pantoprazol,Tableta,Pantoprazol 40 mg,mg,Zolem,Tecnoquimicas,4434.983599,Medio,2
Pantoprazol,Tableta,Pantoprazol 40 mg,mg,Zolem,Tecnoquimicas,436,Medio,2
Acido Tranexamico,Tableta,Acido Tranexamico 500 mg,mg,Clintranex,Proclin,946.8487395,Bajo,1
Acido Tranexamico,Tableta,Acido Tranexamico 500 mg,mg,Clintranex,Proclin,819.5290859,Medio,2
Clobetasol Propionato,Tubo,"Clobetasol Propionato 0,05 g",g,Betasac,Coopidrogas,6301.660777,Medio,2
Acetaminofen,Bolsa,Acetaminofen 10 mg,ml,Paracetamol 1%,Otsuka,8983.333333,Alto,3
Acetaminofen,Bolsa,Acetaminofen 10 mg,ml,Paracetamol 1%,Otsuka,7870.220786,Alto,3
Subsalicilato De Bismuto,Frasco,"Subsalicilato De Bismuto 1,747 g",ml,Bismucar,Eurofarma,16815.60633,Medio,2
Piroxicam,Tubo,Piroxicam 1 g,g,Piroxicam Gel,Momenta,10692,Medio,2
Sulfadiazina De Plata,Tubo,Sulfadiazina De Plata 1 g,g,Sulplax 1% Crema,Eurofarma,10608.88889,Medio,2
Sulfadiazina De Plata,Tubo,Sulfadiazina De Plata 1 g,g,Sulplax 1% Crema,Eurofarma,6800,Medio,2
Levodropropizina,Frasco,Levodropropizina 600 mg,ml,Klear Plus,Eurofarma,15234.12908,Bajo,1
Doxiciclina,Tableta,Doxiciclina 100 mg,mg,Dixilina,Coopidrogas,418.0602443,Bajo,1
Midazolam,Ampolla,Midazolam 5 mg,ml,Midazolam,Farmatech,1577.761283,Medio,2
Tiotepa,Vial,Tiotepa 15 mg,mg,Msnapeto,Msn Laboratories Private,1020000,Medio,2
Amoxicilina,Capsula,Amoxicilina 500 mg,mg,Deltmoxi,Delta,1.67036118,Bajo,1
Hidroquinona,Tubo,Hidroquinona 4 g,g,Blankísima 4% Crema,Tecnofar,21920.33306,Medio,2
Cannabidiol,Capsula,Cannabidiol 100 mg,mg,Neviot,Procaps,5270.036281,Medio,2
Cannabidiol,Capsula,Cannabidiol 100 mg,mg,Neviot,Procaps,5098.333333,Medio,2
Enzalutamida,Capsula,Enzalutamida 40 mg,mg,Enzalutamida,Tecnoquimicas,36359.58333,Bajo,1
Escitalopram,Frasco,Escitalopram 1 mg,ml,Bruliva,Altadis,79326.3565,Medio,2
Escitalopram,Frasco,Escitalopram 1 mg,ml,Bruliva,Altadis,72119.39925,Medio,2
Itopride,Tableta,Itopride 50 mg,mg,Pridot,Farma,2625,Medio,2
Lenalidomida,Capsula,Lenalidomida 10 mg,mg,Ciferol,Procaps,68000,Bajo,1
Ambrisentan,Tableta,Ambrisentan 5 mg,mg,Pullmovris,The Labs,14800,Bajo,1
Risperidona,Tableta,Risperidona 1 mg,mg,Zyrisp,La Sante,153.2692308,Medio,2
Risperidona,Tableta,Risperidona 2 mg,mg,Zyrisp,La Sante,20173.71737,Alto,3
Risperidona,Tableta,Risperidona 3 mg,mg,Zyrisp,La Sante,377.962963,Medio,2
Ambrisentan,Tableta,Ambrisentan 10 mg,mg,Pullmovris,The Labs,36695.08197,Medio,2
Alcohol Etilico,Frasco,"Alcohol Etilico 73,7 mL",ml,Alcohol Antiseptico,Laproff,2790.658596,Medio,2
Cannabidiol,Capsula,Cannabidiol,mg,Neviot,Procaps,9517.931034,Medio,2
Cannabidiol,Capsula,Cannabidiol,mg,Neviot,Procaps,9473.75,Medio,2
Neratinib,Tableta,Neratinib 40 mg,mg,Nerlynx,Pint Pharma,136111.1111,Medio,2
Olopatadina,Frasco,Olopatadina 2 mg,ml,Olopatadina,Incobra,19047.27273,Medio,2
Atorvastatina,Tableta,Atorvastatina 80 mg,mg,Atorvastatina,Ecar,3300,Medio,2
Atorvastatina,Tableta,Atorvastatina 80 mg,mg,Atorvastatina,Ecar,566.3026585,Bajo,1
Milrinona,Ampolla,Milrinona 10 mg,ml,Milrinona,Farmatech,7273.623879,Bajo,1
Tiotepa,Vial,Tiotepa 100 mg,mg,Apeto,Msn Laboratories Private,5475000,Medio,2
Nitazoxanida,Tableta,Nitazoxanida 500 mg,mg,Tidax,Coopidrogas,1780.661418,Medio,2
Clobetasol,Tubo,"Clobetasol Propionato 0,05 g",g,Betazolungüento,Mega Labs,34249,Alto,3
Clobetasol,Tubo,"Clobetasol Propionato 0,05 g",g,Betazolungüento,Mega Labs,24934,Alto,3
Tadalafilo,Tableta,Tadalafilo 20 mg,mg,Verelis,Bioquifar,2267.453567,Bajo,1
Tadalafilo,Tableta,Tadalafilo 20 mg,mg,Verelis,Bioquifar,840,Bajo,1
Tadalafilo,Tableta,Tadalafilo 20 mg,mg,Tadalafilo,Momenta,2155.625,Bajo,1
Tadalafilo,Tableta,Tadalafilo 20 mg,mg,Tadalafilo,Momenta,424.1648877,Bajo,1
Propofol,Ampolla,Propofol 200 mg,ml,Diprivan,Aspen,13864.6,Bajo,1
Propofol,Ampolla,Propofol 200 mg,ml,Diprivan,Aspen,10706.3502,Medio,2
Ticagrelor,Tableta,Ticagrelor 60 mg,mg,Vasogrelor,The Labs,1150.502513,Bajo,1
Ticagrelor,Tableta,Ticagrelor 90 mg,mg,Vasogrelor,The Labs,1001.57128,Bajo,1
Fluvoxamina,Tableta,Fluvoxamina 100 mg,mg,Ansivox,The Labs,927.4789026,Bajo,1
Betametasona,Tubo,"Betametasona 0,05 g",g,Betametasona,Laproff,3501.204781,Bajo,1
Vitamina D3,Frasco,Vitamina D3 100000 ui,ml,Giralmet,Siegfried,67494.83881,Medio,2
Vitamina D3,Frasco,Vitamina D3 100000 ui,ml,Giralmet,Siegfried,36194.74114,Medio,2
Midodrina,Tableta,Midodrina 5 mg,mg,Syncopgor,Goram Laboratorios,7488.383838,Alto,3
Midodrina,Tableta,Midodrina 5 mg,mg,Syncopgor,Goram Laboratorios,8125,Medio,2
Vitamina D3,Frasco,Vitamina D3 560 UI,ml,Densimet,Novamed,30203.32481,Medio,2
Vitamina D3,Frasco,Vitamina D3 560 UI,ml,Densimet,Novamed,29700,Medio,2
Daratumumab,Frasco,Daratumumab 120 mg,ml,Darzalex,Janssen,13363993,Medio,2
Daratumumab,Frasco,Daratumumab 120 mg,ml,Darzalex,Janssen,13363993,Medio,2
Dorzolamida Y Timolol,Frasco,Dorzolamida 20 mg + Timolol 5 mg,ml,Dorzolol Pf,Tecnoquimicas,88974.3718,Alto,3
Dorzolamida,Frasco,Dorzolamida 20 mg,ml,Dorzolam Pf,Tecnofar,86394.96937,Alto,3
Dorzolamida,Frasco,Dorzolamida 20 mg,ml,Dorzolam Pf,Tecnofar,15758,Alto,3
Hialuronato De Sodio,Frasco,Hialuronato De Sodio 4 mg,ml,Hialub,Tecnoquimicas,48405.85952,Alto,3
Acido Tranexamico,Ampolla,Acido Tranexamico 500 mg,ml,Acitradelt,Delta,209.3758865,Bajo,1
Olopatadina,Frasco,Olopatadina 2 mg,ml,Oloftal Pf,Mk,77602.64021,Medio,2
Semaglutida,Tableta,Semaglutida 7 mg,mg,Rybelsus,Novo Nordisk,17121.3,Medio,2
Semaglutida,Tableta,Semaglutida 7 mg,mg,Rybelsus,Novo Nordisk,8319.4,Medio,2
Semaglutida,Tableta,Semaglutida 14 mg,mg,Rybelsus,Novo Nordisk,19005.2,Medio,2
Semaglutida,Tableta,Semaglutida 14 mg,mg,Rybelsus,Novo Nordisk,9243.766667,Medio,2
Beclometasona,Aerosol,Beclometasona 50 mcg,dosis,Beclorin,Ophalac,16000,Medio,2
Beclometasona,Aerosol,Beclometasona 50 mcg,dosis,Beclorin,Ophalac,4660,Medio,2
Naproxeno,Tableta,Naproxeno 500 mg,mg,Naproxeno,Novamed,546.0714286,Medio,2
Nitazoxanida,Vial,Nitazoxanida 2 g,g,Tidax,Coopidrogas,19014.67965,Medio,2
Fluvoxamina,Tableta,Fluvoxamina 100 mg,mg,Fluvoxamina,Humax,757.7813505,Bajo,1
Rifaximina,Tableta,Rifaximina 550 mg,mg,Rifaximina,Mk,3527.924686,Bajo,1
Naltrexona,Frasco,"Naltrexona 2,5 mg",ml,Nalden,Nutrabiotics,26795.13274,Medio,2
Losartan,Tableta,Losartan 100 mg,mg,Losartan,Ecar,308.3198271,Medio,2
Vildagliptina,Tableta,Vildagliptina 50 mg,mg,W-Liptina,Willow,575.6666667,Bajo,1
Tramadol,Ampolla,Tramadol 100 mg,ml,Tramadol Clorhidrato,Ecar,1236.387208,Bajo,1
Tramadol,Capsula,Tramadol 50 mg,mg,Tramadol Clorhidrato,Ecar,397.6629213,Bajo,1
Betametasona + Clotrimazol + Gentamicina,Tubo,"Betametasona 0,05 g + Gentamicina 0,1 g + Clotrimazol 1 g",g,Clobegen,Mk,6504.563774,Medio,2
Rifaximina,Tableta,Rifaximina 550 mg,mg,Fixan,Tecnoquimicas,5641.39344,Medio,2
Rifaximina,Tableta,Rifaximina 550 mg,mg,Fixan,Tecnoquimicas,752,Bajo,1
Alizaprida,Frasco,Alizaprida 12 mg,ml,Alizaprida,Mk,15340.83056,Bajo,1
Amoxicilina Y Acido Clavulanico,Tableta,Amoxicilina 500 mg + Acido Clavulanico 125 mg,mg,Amoxicladelt,Delta,163.360161,Bajo,1
Omeprazol,Capsula,Omeprazol 20 mg,mg,Lorigal,Anglopharma,190,Medio,2
Nitazoxanida,Frasco,Nitazoxanida 100 mg,ml,Zelix,Tecnofar,51054.95314,Medio,2
Levosulpirida + Pancreatina + Simeticona,Capsula,Levosulpirida 25 mg + Pancreatina 150 mg + Simeticona 80 mg,mg,Cynetic Pro,Tecnoquimicas,1294.631498,Medio,2
Meclizina,Capsula,Meclizina 25 mg,mg,Vermec,Tecnoquimicas,1725.042257,Bajo,1
Nitazoxanida,Tableta,Nitazoxanida 500 mg,mg,Zelix,Tecnofar,7467.244264,Alto,3
Nitazoxanida,Tableta,Nitazoxanida 500 mg,mg,Zelix,Tecnofar,885,Medio,2
Acido Carglumico,Tableta,Acido Carglumico 200 mg,mg,Vizmato,Alatin,274000,Bajo,1
Dacomitinib,Tableta,Dacomitinib 30 mg,mg,Vizimpro,Pfizer,283333.3333,Medio,2
Dacomitinib,Tableta,Dacomitinib 45 mg,mg,Vizimpro,Pfizer,283333.3333,Medio,2
Deferasirox,Tableta,Deferasirox 180 mg,mg,Ferrinova,Legrand,24627.5,Bajo,1
Omeprazol,Vial,Omeprazol 40 mg,ml,Orazole,Bussié,24137.86916,Alto,3
Omeprazol,Vial,Omeprazol 40 mg,ml,Orazole,Bussié,10729.37137,Alto,3
Omeprazol,Capsula,Omeprazol 20 mg,mg,Omeprazol,Ophalac,190,Medio,2
Deferasirox,Tableta,Deferasirox 360 mg,mg,Ferrinova,Legrand,40992.75902,Bajo,1
Clindamicina Y Clotrimazol,Tubo,Clindamicina 2 g + Clotrimazol 2 g,g,Clindabact Crema Vaginal,Tridex,21300,Medio,2
